Genre,Title,Audience Score,Critics Score,Synopsis,Director
horror,Imaginary,56,24,"From Blumhouse, the genre-defining masterminds behind FIVE NIGHTS AT FREDDY'S and M3GAN, comes an original horror that taps into the innocence of imaginary friends -- and begs the question: Are they really figments of childhood imagination or is something more terrifying lying just beneath? When Jessica (DeWanda Wise) moves back into her childhood home with her family, her youngest stepdaughter Alice (Pyper Braun) develops an eerie attachment to a stuffed bear named Chauncey she finds in the basement. Alice starts playing games with Chauncey that begin playful and become increasingly sinister. As Alice's behavior becomes more and more concerning, Jessica intervenes only to realize Chauncey is much more than the stuffed toy bear she believed him to be.",Jeff Wadlow
horror,His House,73,100,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.",Remi Weekes
horror,Men,39,69,"In the aftermath of a personal tragedy, Harper (Jessie Buckley) retreats alone to the beautiful English countryside, hoping to have found a place to heal. But someone or something from the surrounding woods appears to be stalking her. What begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears in visionary filmmaker Alex Garland's (Ex Machina, Annihilation) feverish, shape-shifting new horror film.",Alex Garland
horror,The Dead Don't Die,38,55,"In the sleepy small town of Centerville, something is not quite right. The moon hangs large and low in the sky, the hours of daylight are becoming unpredictable, and animals are beginning to exhibit unusual behaviors. News reports are scary, and scientists are concerned, but no one foresees the strangest and most dangerous repercussion that will soon start plaguing Centerville: the dead rise from their graves and feast on the living, and the citizens must battle to survive.",Jim Jarmusch
romance,Mother of the Bride,23,19,Lana's daughter Emma returns from abroad and drops a bombshell: she's getting married. In Thailand. In a month! Things only get worse when Lana learns that the man who captured Emma's heart is the son of the man who broke hers years ago.,Mark Waters
romance,The Idea of You,69,83,"Based on the acclaimed, contemporary love story of the same name, The Idea of You centers on Solène (Anne Hathaway), a 40-year-old single mom who begins an unexpected romance with 24-year-old Hayes Campbell (Nicholas Galitzine), the lead singer of August Moon, the hottest boy band on the planet. When Solène must step in to chaperone her teenage daughter's trip to the Coachella Music Festival after her ex bails at the last minute, she has a chance encounter with Hayes and there is an instant, undeniable spark. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",Michael Showalter
romance,Turtles All the Way Down,94,86,"Turtles All the Way Down tackles anxiety through its 17-year-old protagonist, Aza Holmes. It's not easy being Aza, but she's trying... trying to be a good daughter, a good friend, and a good student, all while navigating an endless barrage of invasive, obsessive thoughts that she cannot control. When she reconnects with Davis, her childhood crush, Aza is confronted with fundamental questions about her potential for love, happiness, friendship, and hope.",Hannah Marks
romance,Anyone But You,87,54,"In the edgy comedy Anyone But You, Bea (Sydney Sweeney) and Ben (Glen Powell) look like the perfect couple, but after an amazing first date something happens that turns their fiery hot attraction ice cold -- until they find themselves unexpectedly thrust together at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",Will Gluck
romance,Poor Things,79,92,"From filmmaker Yorgos Lanthimos and producer Emma Stone comes the incredible tale and fantastical evolution of Bella Baxter (Stone), a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter (Willem Dafoe). Under Baxter's protection, Bella is eager to learn. Hungry for the worldliness she is lacking, Bella runs off with Duncan Wedderburn (Mark Ruffalo), a slick and debauched lawyer, on a whirlwind adventure across the continents. Free from the prejudices of her times, Bella grows steadfast in her purpose to stand for equality and liberation.",Yorgos Lanthimos
romance,All of Us Strangers,91,97,"One night in his near-empty tower block in contemporary London, Adam (Andrew Scott) has a chance encounter with a mysterious neighbor Harry (Paul Mescal), which punctures the rhythm of his everyday life. As a relationship develops between them, Adam is preoccupied with memories of the past and finds himself drawn back to the suburban town where he grew up, and the childhood home where his parents (Claire Foy and Jamie Bell), appear to be living, just as they were on the day they died, 30 years before.",Andrew Haigh
romance,Past Lives,84,95,"Nora and Hae Sung, two deeply connected childhood friends, are wrest apart after Nora's family emigrates from South Korea. Two decades later, they are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life, in this heartrending modern romance.",Celine Song
romance,No Hard Feelings,87,70,"On the brink of losing her childhood home, Maddie (Jennifer Lawrence) discovers an intriguing job listing: wealthy helicopter parents looking for someone to ""date"" their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",Gene Stupnitsky
romance,May December,65,91,"Twenty years after their notorious tabloid romance gripped the nation, Gracie Atherton-Yu and her husband Joe (twenty-three years her junior) brace themselves for their twins to graduate from high school. When Hollywood actress Elizabeth Berry comes to spend time with the family to better understand Gracie, who she will be playing in a film, family dynamics unravel under the pressure of the outside gaze. Joe, never having processed what happened in his youth, starts to confront the reality of life as an empty-nester at thirty-six. And as Elizabeth and Gracie study each other, the similarities and differences between the two women begin to ebb and flow. Set in picturesque and comfortable Savannah, Georgia, May December is an exploration of truth, storytelling, and the difficulties (or impossibility) of fully understanding another person.",Todd Haynes
romance,"Red, White & Royal Blue",93,76,"Alex Claremont-Diaz (Taylor Zakhar Perez), the son of the President of the United States (Uma Thurman), and Britain's Prince Henry (Nicholas Galitzine) have a lot in common: Stunning good looks, undeniable charisma, international popularity... and a total disdain for each other. Separated by an ocean, their long-running feud hasn't really been an issue, until a disastrous--and very public--altercation at a royal event becomes tabloid fodder, driving a potential wedge in U.S./British relations at the worst possible time. Going into damage-control mode, their families and handlers force the two rivals into a staged ""truce."" But as Alex and Henry's icy relationship unexpectedly begins to thaw into a tentative friendship, the friction that existed between them sparks something deeper than they ever expected. Based on Casey McQuiston's critically acclaimed New York Times best seller, Red, White & Royal Blue marks the feature film writing and directing debut of Tony Award-winning playwright Matthew López (The Inheritance).",Matthew Lopez
romance,Fifty Shades of Grey,41,25,"When college senior Anastasia Steele (Dakota Johnson) steps in for her sick roommate to interview prominent businessman Christian Grey (Jamie Dornan) for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Sam Taylor-Johnson
romance,Lisa Frankenstein,81,51,"A coming of RAGE love story from acclaimed writer Diablo Cody (Jennifer's Body) about a misunderstood teenager and her high school crush, who happens to be a handsome corpse. After a set of playfully horrific circumstances bring him back to life, the two embark on a murderous journey to find love, happiness... and a few missing body parts along the way.",Zelda Williams
romance,After,65,18,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",Jenny Gage
romance,The Big Sick,88,98,"Kumail is a Pakistani comic, who meets an American graduate student named Emily at one of his stand-up shows. As their relationship blossoms, he soon becomes worried about what his traditional Muslim parents will think of her. When Emily suddenly comes down with an illness that leaves her in a coma, Kumail finds himself developing a bond with her deeply concerned mother and father.",Michael Showalter
romance,The Power of the Dog,76,94,"Severe, pale-eyed, handsome, Phil Burbank is brutally beguiling. All of Phil's romance, power and fragility is trapped in the past and in the land: He can castrate a bull calf with two swift slashes of his knife; he swims naked in the river, smearing his body with mud. He is a cowboy as raw as his hides. The year is 1925. The Burbank brothers are wealthy ranchers in Montana. At the Red Mill restaurant on their way to market, the brothers meet Rose, the widowed proprietress, and her impressionable son Peter. Phil behaves so cruelly he drives them both to tears, reveling in their hurt and rousing his fellow cowhands to laughter -- all except his brother George, who comforts Rose then returns to marry her. As Phil swings between fury and cunning, his taunting of Rose takes an eerie form -- he hovers at the edges of her vision, whistling a tune she can no longer play. His mockery of her son is more overt, amplified by the cheering of Phil's cowhand disciples. Then Phil appears to take the boy under his wing. Is this latest gesture a softening that leaves Phil exposed, or a plot twisting further into menace?",Jane Campion
romance,Asteroid City,62,75,The itinerary of a Junior Stargazer/Space Cadet convention (organized to bring together students and parents from across the country for fellowship and scholarly competition) is spectacularly disrupted by world-changing events.,Wes Anderson
romance,Marry Me,92,61,"Kat Valdez (Jennifer Lopez) is half of the sexiest celebrity power couple on Earth with hot new music supernova Bastian (Maluma, making his feature-film debut). As Kat and Bastian's inescapable hit single, ""Marry Me,"" climbs the charts, they are about to be wed before an audience of their fans in a ceremony that will streamed across multiple platforms. Divorced high-school math teacher Charlie Gilbert (Owen Wilson) has been dragged to the concert by his daughter Lou (Chloe Coleman, HBO's Big Little Lies) and his best friend (Sarah Silverman). When Kat learns, seconds before the ceremony, that Bastian has cheated on her with her assistant, her life turns left as she has a meltdown on stage, questioning love, truth and loyalty. As her gossamer world falls away, she locks eyes with a stranger--a face in the crowd. If what you know lets you down, then perhaps what you don't know is the answer, and so, in a moment of inspired insanity, Kat chooses to marry Charlie. What begins as an impulsive reaction evolves into an unexpected romance. But as forces conspire to separate them, the universal question arises: Can two people from such different worlds bridge the gulf between them and build a place where they both belong?",Kat Coiro
romance,Titanic,69,88,"James Cameron's ""Titanic"" is an epic, action-packed romance set against the ill-fated maiden voyage of the R.M.S. Titanic; the pride and joy of the White Star Line and, at the time, the largest moving object ever built. She was the most luxurious liner of her era -- the ""ship of dreams"" -- which ultimately carried over 1,500 people to their death in the ice cold waters of the North Atlantic in the early hours of April 15, 1912.",James Cameron
romance,La La Land,81,91,"Sebastian (Ryan Gosling) and Mia (Emma Stone) are drawn together by their common desire to do what they love. But as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",Damien Chazelle
romance,Priscilla,63,84,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend. Through Priscilla’s eyes, Sofia Coppola tells the unseen side of a great American myth in Elvis and Priscilla's long courtship and turbulent marriage, from a German army base to his dream-world estate at Graceland, in this deeply felt and ravishingly detailed portrait of love, fantasy, and fame.",Sofia Coppola
sci_fi,Foil,,,"After opting out of their high school reunion to reconnect on a desert camping trip, Rex and Dexter realize their intentions for the weekend are at odds. Dexter, a failed filmmaker, hopes to harness a fabled vortex in the area to inspire a movie idea. Rex, a rebellious conspiracy theorist, plans to investigate a rumored UFO crash believed to explain the anomaly. Tensions boil over when they meet an unusually friendly camper who claims to have found some wreckage from the crash: a mysterious piece of shiny foil.",Zach Green
sci_fi,War for the Planet of the Apes,84,94,"Caesar (Andy Serkis) and his apes are forced into a deadly conflict with an army of humans led by a ruthless colonel (Woody Harrelson). After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the colonel are pitted against each other in an epic battle that will determine the fate of both of their species and the future of the planet.",Matt Reeves
sci_fi,Dune: Part Two,95,92,"""Dune: Part Two"" will explore the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, he endeavors to prevent a terrible future only he can foresee.",Denis Villeneuve
sci_fi,Dawn of the Planet of the Apes,88,91,"Ten years after simian flu wiped out much of the world's homosapiens, genetically enhanced chimpanzee Caesar (Andy Serkis) and his ever-growing band of followers have established a thriving colony just outside San Francisco in Muir Woods. Meanwhile, a small band of human survivors emerges, which forces Caesar -- as leader -- to grapple with the dual challenge of protecting his people and re-establishing a relationship with the remaining human population -- the latter being Caesar's secret wish.",Matt Reeves
sci_fi,Poor Things,79,92,"From filmmaker Yorgos Lanthimos and producer Emma Stone comes the incredible tale and fantastical evolution of Bella Baxter (Stone), a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter (Willem Dafoe). Under Baxter's protection, Bella is eager to learn. Hungry for the worldliness she is lacking, Bella runs off with Duncan Wedderburn (Mark Ruffalo), a slick and debauched lawyer, on a whirlwind adventure across the continents. Free from the prejudices of her times, Bella grows steadfast in her purpose to stand for equality and liberation.",Yorgos Lanthimos
sci_fi,Star Wars: Episode I - The Phantom Menace,59,52,"Experience the heroic action and unforgettable adventures of Star Wars: Episode I - The Phantom Menace. See the first fateful steps in the journey of Anakin Skywalker. Stranded on the desert planet Tatooine after rescuing young Queen Amidala from the impending invasion of Naboo, Jedi apprentice Obi-Wan Kenobi and his Jedi Master Qui-Gon Jinn discover nine-year-old Anakin, who is unusually strong in the Force. Anakin wins a thrilling Podrace and with it his freedom as he leaves his home to be trained as a Jedi. The heroes return to Naboo where Anakin and the Queen face massive invasion forces while the two Jedi contend with a deadly foe named Darth Maul. Only then do they realize the invasion is merely the first step in a sinister scheme by the re-emergent forces of darkness known as the Sith. After the feature, fans will also get a special first look at Star Wars: The Acolyte series coming to Disney+ June 2024.",George Lucas
sci_fi,Rebel Moon: Part Two - The Scargiver,49,16,"The rebel warriors gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",Zack Snyder
sci_fi,Rebel Moon: Part One - A Child of Fire,57,21,"From Zack Snyder, the filmmaker behind 300, Man of Steel, and Army of the Dead, comes REBEL MOON, an epic science-fantasy event decades in the making. When a peaceful colony on the edge of a galaxy finds itself threatened by the armies of a tyrannical ruling force, Kora (Sofia Boutella), a mysterious stranger living among the villagers, becomes their best hope for survival. Tasked with finding trained fighters who will unite with her in making an impossible stand against the Mother World, Kora assembles a small band of warriors -- outsiders, insurgents, peasants and orphans of war from different worlds who share a common need for redemption and revenge. As the shadow of an entire Realm bears down on the unlikeliest of moons, a battle over the fate of a galaxy is waged, and in the process, a new army of heroes is formed.",Zack Snyder
sci_fi,Planet of the Apes,27,43,"Director Tim Burton (""Batman"") reinvents one of the most acclaimed and beloved works of science fiction, Pierre Boulle's classic novel ""Planet of the Apes."" Burton's ""Planet of the Apes"" begins with the famed original's premise -- a pilot finds himself in a world turned upside down after landing on a strange planet.",Tim Burton
sci_fi,Planet of the Apes,88,86,"Complex sociological themes run through this science-fiction classic about three astronauts marooned on a futuristic planet where apes rule and humans are slaves. The stunned trio discovers that these highly intellectual simians can both walk upright and talk. They have even established a class system and a political structure. The astronauts suddenly find themselves part of a devalued species, trapped and imprisoned by the apes.",Franklin J. Schaffner
sci_fi,Mad Max: Fury Road,86,97,"Years after the collapse of civilization, the tyrannical Immortan Joe enslaves apocalypse survivors inside the desert fortress the Citadel. When the warrior Imperator Furiosa (Charlize Theron) leads the despot's five wives in a daring escape, she forges an alliance with Max Rockatansky (Tom Hardy), a loner and former captive. Fortified in the massive, armored truck the War Rig, they try to outrun the ruthless warlord and his henchmen in a deadly high-speed chase through the Wasteland.",George Miller
sci_fi,Spaceman,65,49,"Six months into a solitary research mission to the edge of the solar system, an astronaut, Jakub (Adam Sandler), realizes that the marriage he left behind might not be waiting for him when he returns to Earth. Desperate to fix things with his wife, Lenka (Carey Mulligan), he is helped by a mysterious creature from the beginning of time he finds hiding in the bowels of his ship. Hanuš (voiced by Paul Dano) works with Jakub to make sense of what went wrong before it is too late.",Johan Renck
sci_fi,Dune,90,83,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence, only those who can conquer their own fear will survive.",Denis Villeneuve
sci_fi,The Hunger Games: The Ballad of Songbirds & Snakes,89,64,"Experience the story of THE HUNGER GAMES -- 64 years before Katniss Everdeen volunteered as tribute, and decades before Coriolanus Snow became the tyrannical President of Panem. THE HUNGER GAMES: THE BALLAD OF SONGBIRDS & SNAKES follows a young Coriolanus (Tom Blyth) who is the last hope for his failing lineage, the once-proud Snow family that has fallen from grace in a post-war Capitol. With his livelihood threatened, Snow is reluctantly assigned to mentor Lucy Gray Baird (Rachel Zegler), a tribute from the impoverished District 12. But after Lucy Gray's charm captivates the audience of Panem, Snow sees an opportunity to shift their fates. With everything he has worked for hanging in the balance, Snow unites with Lucy Gray to turn the odds in their favor. Battling his instincts for both good and evil, Snow sets out on a race against time to survive and reveal if he will ultimately become a songbird or a snake.",Francis Lawrence
sci_fi,Alien,94,93,"In deep space, the crew of the commercial starship Nostromo is awakened from their cryo-sleep capsules halfway through their journey home to investigate a distress call from an alien vessel. The terror begins when the crew encounters a nest of eggs inside the alien ship. An organism from inside an egg leaps out and attaches itself to one of the crew, causing him to fall into a coma.",Ridley Scott
sci_fi,Interstellar,86,73,"In Earth's future, a global crop blight and second Dust Bowl are slowly rendering the planet uninhabitable. Professor Brand (Michael Caine), a brilliant NASA physicist, is working on plans to save mankind by transporting Earth's population to a new home via a wormhole. But first, Brand must send former NASA pilot Cooper (Matthew McConaughey) and a team of researchers through the wormhole and across the galaxy to find out which of three planets could be mankind's new home.",Christopher Nolan
sci_fi,Everything Everywhere All at Once,86,93,"Directed by Daniel Kwan and Daniel Scheinert, collectively known as Daniels, the film is a hilarious and big-hearted sci-fi action adventure about an exhausted Chinese American woman (Michelle Yeoh) who can't seem to finish her taxes.","Dan Kwan, Daniel Scheinert"
sci_fi,The Creator,76,67,"From writer/director Gareth Edwards (""Rogue One,"" ""Godzilla"") comes an epic sci-fi action thriller set amidst a future war between the human race and the forces of artificial intelligence. Joshua (John David Washington, ""Tenet""), a hardened ex-special forces agent grieving the disappearance of his wife (Gemma Chan, ""Eternals""), is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war... and mankind itself. Joshua and his team of elite operatives journey across enemy lines, into the dark heart of AI-occupied territory... only to discover the world-ending weapon he's been instructed to destroy is an AI in the form of a young child (newcomer Madeleine Yuna Voyles).",Gareth Edwards
sci_fi,The Matrix Resurrections,63,63,"To find out if his reality is a physical or mental construct, Mr. Anderson, aka Neo, will have to choose to follow the white rabbit once more. If he's learned anything, it's that choice, while an illusion, is still the only way out of -- or into -- the Matrix. Neo already knows what he has to do, but what he doesn't yet know is that the Matrix is stronger, more secure and far more dangerous than ever before.",Lana Wachowski
sci_fi,Star Wars: The Rise of Skywalker,86,51,"When it's discovered that the evil Emperor Palpatine did not die at the hands of Darth Vader, the rebels must race against the clock to find out his whereabouts. Finn and Poe lead the Resistance to put a stop to the First Order's plans to form a new Empire, while Rey anticipates her inevitable confrontation with Kylo Ren. Warning: Some flashing-lights scenes in this film may affect photosensitive viewers.",J.J. Abrams
sci_fi,Star Wars: The Last Jedi,42,91,"Luke Skywalker's peaceful and solitary existence gets upended when he encounters Rey, a young woman who shows strong signs of the Force. Her desire to learn the ways of the Jedi forces Luke to make a decision that changes their lives forever. Meanwhile, Kylo Ren and General Hux lead the First Order in an all-out assault against Leia and the Resistance for supremacy of the galaxy.",Rian Johnson
sci_fi,Men,39,69,"In the aftermath of a personal tragedy, Harper (Jessie Buckley) retreats alone to the beautiful English countryside, hoping to have found a place to heal. But someone or something from the surrounding woods appears to be stalking her. What begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears in visionary filmmaker Alex Garland's (Ex Machina, Annihilation) feverish, shape-shifting new horror film.",Alex Garland
sci_fi,Star Wars: Episode III - Revenge of the Sith,66,79,"It has been three years since the Clone Wars began. Jedi Master Obi-Wan Kenobi (Ewan McGregor) and Jedi Knight Anakin Skywalker (Hayden Christensen) rescue Chancellor Palpatine (Ian McDiarmid) from General Grievous, the commander of the droid armies, but Grievous escapes. Suspicions are raised within the Jedi Council concerning Chancellor Palpatine, with whom Anakin has formed a bond. Asked to spy on the chancellor, and full of bitterness toward the Jedi Council, Anakin embraces the Dark Side.",George Lucas
sci_fi,Godzilla vs. Kong,91,76,"Legends collide in ""Godzilla vs. Kong"" as these mythic adversaries meet in a spectacular battle for the ages, with the fate of the world hanging in the balance. Kong and his protectors undertake a perilous journey to find his true home, and with them is Jia, a young orphaned girl with whom he has formed a unique and powerful bond. But they unexpectedly find themselves in the path of an enraged Godzilla, cutting a swath of destruction across the globe. The epic clash between the two titans--instigated by unseen forces--is only the beginning of the mystery that lies deep within the core of the Earth.",Adam Wingard
sci_fi,Marvel's the Avengers,91,91,"When Thor's evil brother, Loki (Tom Hiddleston), gains access to the unlimited power of the energy cube called the Tesseract, Nick Fury (Samuel L. Jackson), director of S.H.I.E.L.D., initiates a superhero recruitment effort to defeat the unprecedented threat to Earth. Joining Fury's ""dream team"" are Iron Man (Robert Downey Jr.), Captain America (Chris Evans), the Hulk (Mark Ruffalo), Thor (Chris Hemsworth), the Black Widow (Scarlett Johansson) and Hawkeye (Jeremy Renner).",Joss Whedon
sci_fi,Avengers: Endgame,90,94,"Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","Anthony Russo, Joe Russo"
mystery_and_thriller,Abigail,85,84,"After a group of would-be criminals kidnap the 12-year-old ballerina daughter of a powerful underworld figure, all they have to do to collect a $50 million ransom is watch the girl overnight. In an isolated mansion, the captors start to dwindle, one by one, and they discover, to their mounting horror, that they're locked inside with no normal little girl.","Matt Bettinelli-Olpin, Tyler Gillett"
mystery_and_thriller,Wicked Little Letters,91,79,"A 1920s English seaside town bears witness to a farcical and occasionally sinister scandal in this riotous mystery comedy. Based on a stranger than fiction true story, WICKED LITTLE LETTERS follows two neighbors: deeply conservative local Edith Swan (Olivia Colman) and rowdy Irish migrant Rose Gooding (Jessie Buckley). When Edith and fellow residents begin to receive wicked letters full of unintentionally hilarious profanities, foul-mouthed Rose is charged with the crime. The anonymous letters prompt a national uproar, and a trial ensues. However, as the town's women -- led by Police Officer Gladys Moss (Anjana Vasan) -- begin to investigate the crime themselves, they suspect that something is amiss, and Rose may not be the culprit after all.",Thea Sharrock
mystery_and_thriller,Founders Day,12,46,"In this satirical political slasher from the Bloomquist Brothers, a small town is shaken by a series of ominous killings in the days leading up to a heated mayoral election. As accusations fly and the threat of a masked killer darkens every street corner, the residents must race to uncover the truth before fear consumes the town.",Erik Bloomquist
mystery_and_thriller,The Last Stop in Yuma County,,98,"While awaiting the next fuel truck at a middle-of-nowhere Arizona rest stop, a traveling young knife salesman is thrust into a high-stakes hostage situation by the arrival of two similarly stranded bank robbers with no qualms about using cruelty--or cold, hard steel--to protect their bloodstained, ill-begotten fortune.",Francis Galluppi
mystery_and_thriller,The Image of You,,,"Sasha Pieterse (PRETTY LITTLE LIARS), Parker Young (IMPOSTERS), Nestor Carbonell (THE DARK KNIGHT RISES), and Academy Award® winner Mira Sorvino (MIGHTY APHRODITE) star in this twisted tale of deception and desire based on the bestselling thriller by Adele Parks. Identical twins Anna and Zoe find their bond tested over Anna's new love, Nick. While the trusting Anna is head over heels, her skeptical sister Zoe senses a web of deceit. But as Zoe digs for the truth, they're all pulled into a dangerous game where honesty could prove fatal.",Jeff Fisher
mystery_and_thriller,Lazareth,,27,"Following the death of their parents, Lee (Ashley Judd) adopts her nieces, Imogen (Katie Douglas) and Maeve (Sarah Pidgeon), and raises them in a remote cabin as a deadly pandemic rages on around them. For over 10 years, the girls are raised to never leave the woods, avoid any and all interaction with outsiders, and ultimately rely on Lee as their only connection to the outside world. Lee has convinced the girls this is the key to survival in what is now an infectious and violent world. But when Imogen and Maeve discover an injured man in the nearby woods, Lee's absolute control begins to disintegrate as their faith in her, and everything they've ever known, begins to unravel.",Alec Tibaldi
mystery_and_thriller,Late Night with the Devil,81,97,"Johnny Carson rival Jack Delroy hosts a syndicated talk show 'Night Owls' that has long been a trusted companion to insomniacs around the country. However, ratings for the show have plummeted since the tragic death of Jack's beloved wife. Desperate to turn his fortunes around, on October 31st, 1977, Jack plans a Halloween special like no other--unaware he is about to unleash evil into the living rooms of America.","Colin Cairnes, Cameron Cairnes"
mystery_and_thriller,Monkey Man,84,89,"Inspired by the legend of Hanuman, an icon embodying strength and courage, Monkey Man stars Dev Patel as Kid, an anonymous young man who ekes out a meager living in an underground fight club where, night after night, wearing a gorilla mask, he is beaten bloody by more popular fighters for cash. After years of suppressed rage, Kid discovers a way to infiltrate the enclave of the city's sinister elite. As his childhood trauma boils over, his mysteriously scarred hands unleash an explosive campaign of retribution to settle the score with the men who took everything from him.",Dev Patel
mystery_and_thriller,Arcadian,55,83,"In a near future, life on Earth has been decimated. Paul (Nicolas Cage) and his twin teenage sons, Thomas (Jaeden Martell) and Joseph (Maxwell Jenkins), have been living a half-life -- tranquility by day and torment by night. When the sun sets, ferocious creatures of the night awaken and consume all living souls in their path. One day, when Thomas doesn't return home before sundown, Paul chooses to leave the safety of their fortified farm to find him before the creatures arrive. Just as he finds his boy, a nightmarish battle ensues and Paul is gravely wounded. Now the twins must devise a desperate plan for surviving the coming night and use everything their father has taught them to keep him alive.",Benjamin Brewer
mystery_and_thriller,"LaRoy, Texas",62,100,"Broke and depressed, Ray (John Magaro) is mistaken for a dangerous hitman and given an envelope of cash. Along with his P.I. friend Skip (Steve Zahn), he must escape the actual hitman to make it out of LaRoy alive.",Shane Atkinson
mystery_and_thriller,Love Lies Bleeding,82,94,"From Director Rose Glass comes an electric new love story; reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou's criminal family.",Rose Glass
mystery_and_thriller,New Life,81,93,"Jess is a woman on the run, desperate to cross the Canadian border to escape her past. On her tail is Elsa, a resourceful agent, whose recent life-altering diagnosis leaves her one step behind. As their chase narrows to the mountains of the Pacific Northwest, holes in Elsa's investigation begin to fill with fresh bodies. Soon the pursuit spirals toward its harrowing confrontation between the two women, in search of meaning and redemption, on the razor's edge of catastrophe.",John Rosman
mystery_and_thriller,The Beekeeper,92,70,"In The Beekeeper, one man's brutal campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as ""Beekeepers"".",David Ayer
mystery_and_thriller,Dark Waters,95,89,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. While trying to expose the truth, he soon finds himself risking his future, his family and his own life.",Todd Haynes
mystery_and_thriller,Infested,71,96,"Kaleb is about to turn 30 and has never been lonelier. He's fighting with his sister over an inheritance and has cut ties with his best friend. Fascinated by exotic animals, he finds a venomous spider in a shop and brings it back to his apartment. It only takes a moment for the spider to escape and reproduce, turning the whole building into a dreadful web trap. The only option for Kaleb and his friends is to find a way out and survive.",Sébastien Vaniček
mystery_and_thriller,In the Land of Saints and Sinners,75,83,"Ireland, 1970s. Eager to leave his dark past behind, Finbar Murphy (Liam Neeson) leads a quiet life in the remote coastal town of Glencolmcille, far from the political violence that grips the rest of the country. But when a menacing crew of terrorists arrive, led by a ruthless woman named Doirean (Kerry Condon), Finbar is drawn into an increasingly vicious game of cat and mouse, forcing him to choose between exposing his secret identity or defending his friends and neighbors.",Robert Lorenz
mystery_and_thriller,Argylle,72,33,"Bryce Dallas Howard (Jurassic World franchise) is Elly Conway, the reclusive author of a series of best-selling espionage novels, whose idea of bliss is a night at home with her computer and her cat, Alfie. But when the plots of Elly's fictional books--which center on secret agent Argylle and his mission to unravel a global spy syndicate--begin to mirror the covert actions of a real-life spy organization, quiet evenings at home become a thing of the past. Accompanied by Aidan (Oscar® winner Sam Rockwell), a cat-allergic spy, Elly (carrying Alfie in her backpack) races across the world to stay one step ahead of the killers as the line between Elly's fictional world and her real one begins to blur.",Matthew Vaughn
mystery_and_thriller,Madame Web,57,11,"In a switch from the typical genre, Madame Web tells the standalone origin story of one of Marvel publishing's most enigmatic heroines. The suspense-driven thriller stars Dakota Johnson as Cassandra Webb, a paramedic in Manhattan who develops the power to see the future... and realizes she can use that insight to change it. Forced to confront revelations about her past, she forges a relationship with three young women bound for powerful destinies... if they can all survive a deadly present.",S.J. Clarkson
